OBJECTID_1,OBJECTID,LOCALIDAD,ORGANIZACI,TIPO_DE_OR,NOMBRE_ENT,ESTADO,DIRECCION,Nomenclatu,TELEFONO,CELULAR,BARRIO,EMAIL,ID_DISCIPL,DESCRIPCIO,UPlCodigo,UPlNombre,LocNombre,LocCodigo
"612","612",N.D.,Cultural,N.D.,FUNDACION TRILCE,A,"Calle 46 No. 13 -56 Apto 404

","CL 46   13 -56 Apto 404

","4655339",N.D.,N.D.,somosfundaciontrilce@gmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"613","613",N.D.,Cultural,N.D.,FUNDACION TUMBAO MESTIZO-TALENTO ESCONDIDO,A,Calle 6 F No. 1 - 33,CL 6 F   1 - 33,N.D.,N.D.,N.D., inbemac@hotmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"614","614",N.D.,Cultural,N.D.,FUNDACION VALENZUELA Y KLENNER / CAMBIO SU NOMBRE POR KREAVIVA,A,"Carrera 5 N° 26 B 26 


","KR 5 N 26 B 26 


","2437752",N.D.,N.D.,vykfundacion@gmail.com,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"615","615",N.D.,Cultural,N.D.,FUNDACION VERTICE CULTURAL,A,"Carrera 21 No. 34 34 Apto. 102
","KR 21   34 34 Apto. 102
","4777038",N.D.,N.D.,barriosalaun@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"616","616",N.D.,Cultural,N.D.,FUNDACIÓN VIVE BAILANDO Y SOÑANDO SIGLA FVB,A,"Carrera 15 N 85-29 Of. 203

","KR 15 N 85-29 Of. 203

","6612621",N.D.,N.D.,cleme@vivebailando.net,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"617","617",N.D.,Cultural,N.D.,FUNDACION Y GALERIA ARTES DEL SUR,A,"Carrera 18V No. 66B-05 Sur 
 

","KR 18V   66B-05 Sur 
 

","7920871",N.D.,N.D., fundacionygaleriaartesdelsur@hotmail.com,N.D.,N.D.,UPZ67,LUCERO,CIUDAD BOLIVAR,"19"
"618","618",N.D.,Deportiva,N.D.,FUNDACIÓN YANKEES DE BOGOTÁ,N.D.,Av. Calle 22 N° 44 A 62 Ap 201,AV CL 22 N 44 A 62 Ap 201,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"619","619",N.D.,Cultural,N.D.,FUNDACION ZAYTANIA,A,"Transversal 77 M NO. 65 D SUR 40 

","TV 77 M   65 D SUR 40 

","7821947",N.D.,N.D.,fundacionzaytania@gmail.com,N.D.,N.D.,UPZ85,BOSA CENTRAL,BOSA,"07"
"620","620",N.D.,Cultural,N.D.,FUNDACIÓN ZEMBRAR,A,Calle 132 D No. 104 - 50,CL 132 D   104 - 50,N.D.,N.D.,N.D., funzembrar@gmail.com,N.D.,N.D.,UPZ28,EL RINCON,SUBA,"11"
"621","621",N.D.,Cultural,N.D.,IVAN OVALLE FUNDACION PARA LA DANZA,A,Carrera 21 No. 51 - 10,KR 21   51 - 10,N.D.,N.D.,N.D.,   ivanovalle1@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"622","622",N.D.,Cultural,N.D., LA CORPORACION ALMA LATINA,A,Carrera 68 M 36-47 Sur  Barrio Carvajal,KR 68 M 36-47 Sur  Barrio Carvajal,N.D.,"3103234350",N.D.,     www.corporacionalmalatina.com,N.D.,N.D.,UPZ45,CARVAJAL,KENNEDY,"08"
"623","623",N.D.,Cultural,N.D.,LA FUNDACION RAFAEL ESCALONA,A,"Carrera 11 A No. 113 09 

","KR 11 A   113 09 

","2136184",N.D.,N.D.,"
luz mariazambrano@hotmail.com",N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"624","624",N.D.,Cultural,N.D.,MUSEO DE ARTE MODERNO DE BOGOTA SIGLA MAMBO,A,"Calle 24 No. 6-00

","CL 24   6-00

","28604662",N.D.,N.D.,DIRECCION@MAMBOGOTA.COM,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"625","625",N.D.,Cultural,N.D.,"ONG ""CREACION TEATRAL EDUARDO SANTOS""",A,"Diagonal 51 Sur No. 57 – 24
","DG 51 Sur   57 – 24
","7132115",N.D.,N.D.,ciateatraleduardosantos@hotmail.com,N.D.,N.D.,UPZ42,VENECIA,TUNJUELITO,"06"
"626","626",N.D.,Cultural,N.D.,PATAKKI INDUSTRIA CULTURAL CUBANA,A,"Calle 138 # 72A 40 Interior 2 Apto 204 Conjunto Santa Verónica 


","CL 138   72A 40 Interior 2 Apto 204 Conjunto Santa Verónica 


",N.D.,"3123027934",N.D.,nelson.cano@patakki.com,N.D.,N.D.,UPZ23,CASA BLANCA SUBA,SUBA,"11"
"627","627",N.D.,Cultural,N.D.,PERCUACTION FOUNDATION,A,"Carrera 43 No. 24 B - 01

","KR 43   24 B - 01

","4704249",N.D.,N.D.,percuaction@gmail.com,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"628","628",N.D.,Deportiva,N.D.,"Pradera de Potosí Club Residencial 
",N.D.,Av. 82 No. 10 - 33 Piso 10,AV 82   10 - 33 Piso 10,"8747334",N.D.,N.D., gerencia@clublapradera.com,N.D.,N.D.,UPZ88,EL REFUGIO,CHAPINERO,"02"
"629","629",N.D.,Cultural,N.D.,RED DE ARTES VIVAS,A,"Carrera 11 A No. 69 74

","KR 11 A   69 74

",N.D.,"3142181762",N.D.,eloisajaramillo@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"630","630",N.D.,Cultural,N.D.,STROGANOFF FUNDACION CULTURAL,A,"Calle 24 F No. 99 - 25

","CL 24 F   99 - 25

","2671239",N.D.,N.D.,stroganoff.fc@gmail.com,N.D.,N.D.,UPZ115,CAPELLANIA,FONTIBON,"09"
"631","631",N.D.,Cultural,N.D.,TEATRO LA CANDELARIA,A,"Calle 12 NO. 2-59


","CL 12   2-59


","2863715",N.D.,N.D.,TEACANDE@HOTMAIL.COM,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"632","632",N.D.,Cultural,N.D.,TEATRO R 101,A,"Calle 70 A NO. 11-29


","CL 70 A   11-29


","101","3102335243",N.D.,teatror101@yahoo.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"633","633",N.D.,Cultural,N.D.,TRIKNIA KBHELIOZ DANZA CONTEMPONEA,A,"Calle 54 # 13-43 piso 3ro
","CL 54   13-43 piso 3ro
","4569042",N.D.,N.D.,triknia@gmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"634","634",N.D.,Deportiva,N.D.,WORLD SHOTOKAN KARATE DO FEDERATION COLOMBIA – WSK  COLOMBIA,N.D.,Diagonal 115 No.45-42,DG 115  45-42,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"635","635",N.D.,Cultural,N.D.,ZAITANIA - FUNDACION PARA EL DESARROLLO SOCIAL Y PROYECCION DE LAS ARTES,A,"Calle 53 No. 21 - 63 Of. 501
","CL 53   21 - 63 Of. 501
",N.D.,N.D.,N.D.,fundacionzaitania@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
